time,x,y,vx,vy,dhdx,dhdy,height
0.001,1.001,1.001,0.9903963488314511,0.9903963488314511,0.9077609931738142,0.9077609931738142,1.4179645978950015,
0.002,1.0019903963488312,1.0019903963488312,0.9808008196161708,0.9808008196161708,0.9069372342907006,0.9069372342907006,1.4197632542688714,
0.003,1.0029711971684474,1.0029711971684474,0.9712133687159417,0.9712133687159417,0.9061180250238164,0.9061180250238164,1.421542861148619,
0.004,1.0039424105371633,1.0039424105371633,0.9616339515142696,0.9616339515142696,0.9053034638776597,0.9053034638776597,1.4233034738299337,
0.005,1.0049040444886774,1.0049040444886774,0.9520625224286614,0.9520625224286614,0.9044936481099601,0.9044936481099601,1.425045147413253,
0.006,1.005856107011106,1.005856107011106,0.9424990349228516,0.9424990349228516,0.9036886737404274,0.9036886737404274,1.4267679367928605,
0.007,1.006798606046029,1.006798606046029,0.9329434415189427,0.9329434415189427,0.9028886355586089,0.9028886355586089,1.4284718966461603,
0.008,1.0077315494875478,1.0077315494875478,0.9233956938094696,0.9233956938094696,0.9020936271324637,0.9020936271324637,1.430157081423127,
0.009000000000000001,1.0086549451813573,1.0086549451813573,0.9138557424693787,0.9138557424693787,0.9013037408145532,0.9013037408145532,1.4318235453359263,
0.010000000000000002,1.0095688009238266,1.0095688009238266,0.9043235372679473,0.9043235372679473,0.9005190677512911,0.9005190677512911,1.4334713423487027,
0.011000000000000003,1.0104731244610945,1.0104731244610945,0.8947990270806119,0.8947990270806119,0.8997396978900524,0.8997396978900524,1.4351005261675407,
0.012000000000000004,1.0113679234881752,1.0113679234881752,0.8852821599007261,0.8852821599007261,0.8989657199872165,0.8989657199872165,1.4367111502305872,
0.013000000000000005,1.012253205648076,1.012253205648076,0.8757728828512412,0.8757728828512412,0.8981972216146846,0.8981972216146846,1.4383032676983407,
0.014000000000000005,1.0131289785309272,1.0131289785309272,0.8662711421963213,0.8662711421963213,0.8974342891708896,0.8974342891708896,1.4398769314441024,
0.015000000000000006,1.0139952496731235,1.0139952496731235,0.8567768833528513,0.8567768833528513,0.8966770078834737,0.8966770078834737,1.441432194044591,
0.016000000000000007,1.0148520265564764,1.0148520265564764,0.8472900509019186,0.8472900509019186,0.8959254618212326,0.8959254618212326,1.4429691077707112,
0.017000000000000008,1.0156993166073784,1.0156993166073784,0.8378105886001771,0.8378105886001771,0.8951797338991955,0.8951797338991955,1.444487724578484,
0.01800000000000001,1.0165371271959787,1.0165371271959787,0.8283384393911623,0.8283384393911623,0.8944399058874724,0.8944399058874724,1.445988096100131,
0.01900000000000001,1.01736546563537,1.01736546563537,0.8188735454165186,0.8188735454165186,0.8937060584177022,0.8937060584177022,1.4474702736353138,
0.02000000000000001,1.0181843391807863,1.0181843391807863,0.8094158480271643,0.8094158480271643,0.8929782709918151,0.8929782709918151,1.4489343081425223,
0.02100000000000001,1.0189937550288135,1.0189937550288135,0.79996528779437,0.79996528779437,0.8922566219872138,0.8922566219872138,1.4503802502306185,
0.022000000000000013,1.0197937203166079,1.0197937203166079,0.7905218045207868,0.7905218045207868,0.8915411886664599,0.8915411886664599,1.4518081501505231,
0.023000000000000013,1.0205842421211286,1.0205842421211286,0.7810853372513785,0.7810853372513785,0.890832047184783,0.890832047184783,1.4532180577870526,
0.024000000000000014,1.02136532745838,1.02136532745838,0.7716558242842816,0.7716558242842816,0.8901292725926107,0.8901292725926107,1.454610022650904,
0.025000000000000015,1.0221369832826643,1.0221369832826643,0.762233203181639,0.762233203181639,0.8894329388506839,0.8894329388506839,1.4559840938707749,
0.026000000000000016,1.022899216485846,1.022899216485846,0.7528174107802866,0.7528174107802866,0.8887431188298087,0.8887431188298087,1.4573403201856354,
0.027000000000000017,1.0236520338966262,1.0236520338966262,0.743408383202442,0.743408383202442,0.888059884321765,0.888059884321765,1.458678749937133,
0.028000000000000018,1.0243954422798287,1.0243954422798287,0.7340060558662856,0.7340060558662856,0.8873833060458706,0.8873833060458706,1.459999431062139,
0.02900000000000002,1.025129448335695,1.025129448335695,0.7246103634964786,0.7246103634964786,0.8867134536559554,0.8867134536559554,1.4613024110854307,
0.03000000000000002,1.0258540586991916,1.0258540586991916,0.7152212401346111,0.7152212401346111,0.886050395745919,0.886050395745919,1.4625877371125118,
0.03100000000000002,1.0265692799393262,1.0265692799393262,0.7058386191495971,0.7058386191495971,0.8853941998584409,0.8853941998584409,1.4638554558225616,
0.03200000000000002,1.0272751185584759,1.0272751185584759,0.6964624332479831,0.6964624332479831,0.8847449324914312,0.8847449324914312,1.4651056134615208,
0.03300000000000002,1.0279715809917238,1.0279715809917238,0.6870926144841937,0.6870926144841937,0.8841026591029444,0.8841026591029444,1.466338255835305,
0.03400000000000002,1.028658673606208,1.028658673606208,0.6777290942707295,0.6777290942707295,0.8834674441209353,0.8834674441209353,1.4675534283031488,
0.035000000000000024,1.0293364027004788,1.0293364027004788,0.6683718033882686,0.6683718033882686,0.8828393509460943,0.8828393509460943,1.4687511757710765,
0.036000000000000025,1.030004774503867,1.030004774503867,0.6590206719957408,0.6590206719957408,0.8822184419631556,0.8822184419631556,1.4699315426854969,
0.037000000000000026,1.0306637951758626,1.0306637951758626,0.6496756296402905,0.6496756296402905,0.8816047785424926,0.8816047785424926,1.4710945730269285,
0.03800000000000003,1.031313470805503,1.031313470805503,0.6403366052672245,0.6403366052672245,0.8809984210496032,0.8809984210496032,1.472240310303839,
0.03900000000000003,1.0319538074107701,1.0319538074107701,0.6310035272298661,0.6310035272298661,0.8803994288503804,0.8803994288503804,1.4733687975466123,
